"citation_id","study_id","response_id","experiment","cond_name","cond_type","cond_purpose","cond_exp_units_count","cond_exp_units_count_source","cond_obs_units_count","cond_obs_units_count_source","cond_treatment_provider_exp","cond_treatment_provider_exp_detail","cond_treatment_provider_obs","cond_treatment_provider_obs_detail","cond_treatment_provider_num","cond_treatment_provider_num_source","cond_treatment_groups_exp","cond_treatment_groups_exp_detail","cond_treatment_groups_obs","cond_treatment_groups_obs_detail","cond_treatment_groups_num","cond_treatment_groups_num_source","cond_comments"
"111571176","111571176","28716","1","Best Practice","Treatment","National Jewish Health Tobacco QuitLine","91","2, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571176","111571176","28716","1","Best Practices + Financial Incentives","Treatment","National Jewish Health Tobacco QuitLine + financial incentives","85","2, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567682","111567682","28208","1","Currciulum Intervention","Treatment","teacher's implementing six 50-minute lessons","3","898, Teachers (calculated from 2 teachers per school)","289","898, Students","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111567682","111567682","28208","1","Control","Control","normal government curriculum and waitlist for treatment","3","898, Teachers (calculated from 2 teachers per school)","256","898, Students","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111576604","111576604","28847","1","general practitioner endorsement reminder letter","Treatment","Sent a letter that included endorsement of general practitioner","600","4, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111576604","111576604","28847","1","reminder letter without  general practitioner endorsement","Control","Sent a letter that did not included endorsement of general practitioner","600","4, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571536","111571536","28207","1","utility value intervention","Treatment","utility value quotation evaluation task during survey","52","9, Table 3",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571536","111571536","28207","1","cost reduction intervention","Treatment","cost reduction quotation evaluation task during a survey","48","9, Table 3",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571536","111571536","28207","1","control","Control","different writing prompt during survey","48","9, Table 3",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566942","111566942","28206","1","EthnoSTEM- Based Mathematics Instruction (EMI)","Treatment","instructional approach that made use of ethnoSTEM beliefs and ideas","34","351,  Initial comparability in students’ mathematical thinking",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566942","111566942","28206","1","Conventional  Modular Instruction (CMI)","Control","conventional mathematics learning modules","37","351,  Initial comparability in students’ mathematical thinking",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111571587","111571587","28321","1","MTP M/S treatment","Treatment","high-quality curricula and virtual support and workshops","77","188, Figure 3","720","189, Participants","No",NA,"No",NA,NA,NA,"Yes","2.5h workshops 5 across first year and 3 in their second","No",NA,"8*","186, Workshop-Based Supports","Unclear if a total of 8 workshops were offered or each teacher was assigned to 8 workshops"
"111571587","111571587","28321","1","Business as Usual","Control","Attended same number of workshops to prevent Hawthorne","79","188, Figure 3","651","189, Participants","No",NA,"No",NA,NA,NA,"Yes","2.5h workshops 5 across first year and 3 in their second on a different topicc","No",NA,NA,NA,NA
"111565447","111565447","28249","1","Computer assisted instruction with Dreambox","Treatment","Computer assisted instruction with curriculum and materials by Dreambox","56*","*Calculated from total sample size divided by 2, 112",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Did not report sample size by condition"
"111565447","111565447","28249","1","Computer assisted instruction with Zearn","Treatment","Computer assisted instruction with curriculum and materials by Zearn","56*","*Calculated from total sample size divided by 2, 112",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Did not report sample size by condition"
"111577581","111577581","26877","1","After Deployment Adaptive Parenting Tools","Treatment","14-week face-to-face group intervention","90","Online Supplementary Material Figure 1",NA,NA,"Yes","Facilitators were military (National Guard and veterans) and non-military human service providers (e.g., school guidance counselors, social workers)",NA,NA,"Not reported","590, (Gewirtz et al. 2018)","Yes","Weekly 2-h multi-family meetings were held in convenient community locations",NA,NA,"Not reported",NA,"Had to go to the original paper to get details of intervention"
"111577581","111577581","26877","1","Control","Control","services as usual (online resources and  tip sheets)","55","Online Supplementary Material Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Control group is not well described even in the original study"
"111571617","111571617","28511","1","belonging intervention","Treatment","Free writing exercise with reading passages","1126","660, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Treatment was designed to be self-administered with trained teachers delivering the materials"
"111571617","111571617","28511","1","Control","Control","Free writing exercise with material neutral to belonging","1137","660, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Treatment was designed to be self-administered with trained teachers delivering the materials"
"111571582","111571582","28337","1","Vocabulators","Treatment","Digital reading program","100","278, Students",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Teachers did get implementation help and professional develop but treatment and control shared same teachers"
"111571582","111571582","28337","1","Comparsion","Control","typical instructional practices","100","278, Students",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567006","111567006","28324","1","The Healthy Minds Program","Treatment","4 week mental health education","346","1900, Figure 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567006","111567006","28324","1","wait-list control group","Control","Waitlist access to app","320","1900, Figure 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568351","111568351","27280","1","Precision Mathematics Grade 2","Treatment","Tier 2 mathematics intervention: delivered in 30-min,  small group formats","65","5, Students and Inclusion Criteria",NA,NA,"Yes","district-employed instructional assistants taught treatment in small groups",NA,NA,"13","5, Interventionists","Yes","Treatment given in small group formats (i.e., five students per interventionist), four days per week for approximately eight weeks",NA,NA,"13","5,  Students and Inclusion Criteria",NA
"111568351","111568351","27280","1","business-as-usual","Control","Variety of Tier 1 and Tier 2 instructional supports","65","5, Students and Inclusion Criteria",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567005","111567005","29143","1","principles-text-first","Treatment","Read 4 exemplar-based animal texts with a principles text being read first","27","1835, Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567005","111567005","29143","1","principles-text-last","Treatment","Read 4 exemplar-based animal texts with a principles text being read last","27","1835, Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567005","111567005","29143","1","no principles text","Control","Read 4 exemplar-based animal texts with no principles text being read","27","1835, Design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565457","111565457","28353","1","Shared Book Reading (SBR) intervention","Treatment","Loan book to parents with guidance on how to read to children","40","753-754, Targeting, Sampling, and Randomization","860","757, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565457","111565457","28353","1","Waitlist","Control","Delayed Treatment","38","753-754, Targeting, Sampling, and Randomization","865","757, Table 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111566206","111566206","28336","1","Treatment","Treatment","Group Reading of researcher-developed picture book","46","739, Table 1",NA,NA,"Yes","Trained university or college students",NA,NA,NA,NA,"Yes","Group Reading session",NA,NA,"Group Size 3 to 5 pre-schoolers","736, Procedure",NA
"111566206","111566206","28336","1","Active Control","Control","Group Reading of  nonmathematical picture book","48","739, Table 1",NA,NA,"Yes","Trained university or college students",NA,NA,NA,NA,"Yes","Group Reading session",NA,NA,"Group Size 3 to 5 pre-schoolers","736, Procedure",NA
"111569911","111569911","28542","1","Bouw! (Build!) intervention","Treatment","Tutor assisted digital literacy lessons","81","251, Figure 1",NA,NA,"Yes","nonprofessional tutors providing feedback and social-emotional support",NA,NA,"Not Reported","253-254, Intervention","No",NA,NA,NA,NA,NA,NA
"111569911","111569911","28542","1","Control","Control","No intervention","81","251, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111576971","111576971","28379","1","ketogenic diet without any restriction (KD)","Treatment","Ketogenic Diet","17","1869, Diet Protocols",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111576971","111576971","28379","1","a commercial energy-restricted ketogenic Mediterranean diet with phytoextracts (KEMEPHY)","Treatment","mediterranean ketogenic diet","16","1869, Diet Protocols",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111576971","111576971","28379","1","energy-restricted Mediterranean diet (MD)","Treatment","mediterranean diet no ketogenic","17","1869, Diet Protocols",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565729","111565729","28381","1","ad libitum control diet","Control","Normal baboon diet","12","1912, Animal Model",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565729","111565729","28381","1","high-fat, high-energy diet","Treatment","Diet to induce obesity","12","1912, Animal Model",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111572987","111572987","28380","1","ephedrine + caffeine","Treatment","drug pill with caffeine and ephedrine","103","877, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111572987","111572987","28380","1","Placebo","Control","cellulose pill","84","877, Figure 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573410","111573410","28543","1","KD","Treatment","ketogenic diet without any restriction","17","1869, Diet Protocols",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573410","111573410","28543","1","KEMEPHY","Treatment","a commer cial energy-restricted ketogenic Mediterranean diet with phytoextracts","16","1869, Diet Protocols",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573410","111573410","28543","1","MD","Treatment","energy-restricted Mediterranean diet","17","1869, Diet Protocols",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573635","111573635","28383","1","Control","Control","Web message with factual information around adverse childhood experiences (ACEs)","422","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573635","111573635","28383","1","Enhanced Control","Control","Web message about ACE with resilience and prevention language","421","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573635","111573635","28383","1","Mental Health consequences","Treatment","Enhanced control + mental health consequences from ACE","411","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573635","111573635","28383","1","Economic consequences","Treatment","Enhanced control + economic consequences from ACE","380","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573635","111573635","28383","1","Biological Consequences","Treatment","Enhanced control + biological consequences from ACE","393","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573635","111573635","28383","1","Racial Equity consequences","Treatment","Enhanced control + racial equity consequences from ACE","405","3, Table 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111575516","111575516","28566","1","intervention","Treatment","Universal HIV testing and offered ART irrespective  of CD4 cell count and clinical stage","11","1307, TasP Trial Design","302","1310, Fig 1","Yes",NA,"Yes","Local trial clinic","11","1307, TasP Trial Design","No",NA,"No",NA,NA,NA,NA
"111575516","111575516","28566","1","control","Control","Universal HIV testing and offered ART based on eligibility criteria","11","1307, TasP Trial Design","251","1310, Fig 1","No",NA,"Yes","Local trial clinic","11","1307, TasP Trial Design","No",NA,"No",NA,NA,NA,NA
"111575049","111575049","28414","1","adapted Mantente REAL (MReal)","Treatment","culturally adapted substance use prevention lessons taught within classrooms","12","648, Figure 1","2279","648, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,"Teachers were training in treatment conditions but not the control conditions"
"111575049","111575049","28414","1","original keepin’ it REAL kiReal","Treatment","not culturally adapted substance use prevention lessons taught within classrooms","12","648, Figure 1","2388","648, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,"Teachers were training in treatment conditions but not the control conditions"
"111575049","111575049","28414","1","Control","Control","information  about alcohol and drugs in science, civics or ethics classes,  rather than structured drug prevention programming.","12","648, Figure 1","2345","648, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111566839","111566839","28517","1","social perspective-taking training","Treatment","90-min training with a partner inducing social perspective taking about a focal student","105 (across treatment conditions)","334, Participants ( Calculated from 16 pairs + 1 triad + 88 individual teachers randomized)","58","336, Table 2","No",NA,"No",NA,NA,NA,"Yes","Training in Partners during a social perspective-taking training","Yes","Training in Partners during a social perspective-taking training","29","Calculated from 58/2 teachers in treatment",NA
"111566839","111566839","28517","1","Waitlist Training","Control","business as usual professional development day","105 (across treatment conditions)","334, Participants ( Calculated from 16 pairs + 1 triad + 88 individual teachers randomized)","62","336, Table 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111571071","111571071","28567","1","MyChoices Mobile App","Treatment","App that provides sex health information, testing plans, reminders, GPS locations of testing sites. Hand access to free home HIV and STI testing kits","40","3983, Fig 1",NA,NA,"Yes","study site provided services",NA,NA,"3* Shared between conditions","3982, Standard of Care","No",NA,NA,NA,NA,NA,NA
"111571071","111571071","28567","1","Standard of Care","Control","Standard of Care","20","3983, Fig 1",NA,NA,"Yes","study site provided services",NA,NA,"3* Shared between conditions","3982, Standard of Care","No",NA,NA,NA,NA,NA,NA
"111570022","111570022","27081","1","reduced intensity behavioral weight loss treatment (rBWL)","Control","18 group sessions over a year promoting weight loss","82","1040, Figure 1",NA,NA,"Yes","master’s level interventionist",NA,NA,"1","1040,  Reduced intensity behavioral weight loss program (rBWL)","Yes","18 monthly group sessions",NA,NA,"Not Reported",NA,NA
"111570022","111570022","27081","1","rBWL + Peer Support","Treatment","rBWL + e-support from a peer also in the experiment","98","1040, Figure 1",NA,NA,"Yes","master’s level interventionist",NA,NA,"1","1040,  Reduced intensity behavioral weight loss program (rBWL)","Yes","18 monthly group session with peer support",NA,NA,"Group Session: Not Reported ~ Peer support: 49 (pairs)","Calculated from baseline sample size dived by 2.",NA
"111570022","111570022","27081","1","rBWL + Mentor","Treatment","rBWL + e-support from a mentor","98","1040, Figure 1",NA,NA,"Yes","master’s level interventionist ~ Mentor Support",NA,NA,"Mentor Support: 32 - 49","Calculated from mentor size and base sample size","Yes","18 monthly group session",NA,NA,"Not Reported",NA,NA
"111569894","111569894","28544","1","sepsis leaflet","Treatment","Educational Leaflet with extended knowledge","195*","Calculated from total sample size (585) divided by 3",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569894","111569894","28544","1","traditional leaflet","Treatment","Educational Leaflet focused on influenza","195*","Calculated from total sample size (585) divided by 3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111569894","111569894","28544","1","control leaflet","Control","Educational Leaflet about physical activity","195*","Calculated from total sample size (585) divided by 3",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568502","111568502","28479","1","lifestyle medicine group (LMG)","Treatment","8 60 min weekly sessions multi-component lifestyle app","39","977, Figure 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111568502","111568502","28479","1","Wait list control group (WLG)","Control","8 week of typical activities","50","977, Figure 2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111564887","111564887","28497","1","prolonged exposure therapy (PE)","Treatment","primarily of in vivo and imaginal exposure and processing of exposure experiences","455","424, Procedure",NA,NA,"Yes","master and doctoral level therapists",NA,NA,"142* (across both arms)","5, Therapy Supervision and Fidelity Monitoring (Schnurr et al., 2022)","No",NA,NA,NA,NA,NA,"Number of therapists were arm were not recorded due to turnover"
"111564887","111564887","28497","1","cognitive processing therapy (CPT)","Treatment","cognitive therapy focused on challenging trauma-related “stuck points” as well as writing two accounts of the index trauma","461","424, Procedure",NA,NA,"Yes","master and doctoral level therapists",NA,NA,"142* (across both arms)","5, Therapy Supervision and Fidelity Monitoring (Schnurr et al., 2022)","No",NA,NA,NA,NA,NA,"Number of therapists were arm were not recorded due to turnover"
"111565394","111565394","28481","1","Healthy Minds Program (HMP)","Treatment","4 week well-being training app","346","1900, Figure 2 (Hirshberg, Frye, et al. 2022)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565394","111565394","28481","1","Waitlist Control (WLC)","Control","HMP after study period","320","1900, Figure 2 (Hirshberg, Frye, et al. 2022)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569002","111569002","28621","1","Kindergarten High 5 with Making Pre K Count","Treatment","two years of aligned, enhanced math curriculum","24* Sites (same between the treatment arms), 306 Students","704, Figure 1","306","704, Figure 1","Yes","Paraprofessional Math club facilitator shared within schools in High 5 condition","Yes","Math club facilitator shared within schools in High 5 condition","24","11, Staffing the High 5s Program (Jacob, Erickson, and Mattera, 2018)","Yes","three to five student groups meeting 3 times a week","Yes","three to five student groups meeting 3 times a week","77* (calculated from sample size divided by 4)","703, Making Pre-K Count and High 5s Program",NA
"111569002","111569002","28621","1","Kindergarten as usual with Making Pre-K count","Treatment","1 years of aligned, enhanced math curriculum","24* Sites (same between the treatment arms), 311 Students","704, Figure 1","311","704, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569002","111569002","28621","1","Pre-k and Kindergarten as usual","Control","No years of aligned, enhanced math curriculum","23 Sites","704, Figure 1","576","704, Figure 1","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111576048","111576048","28568","1","Dating Matters comprehensive prevention model (DM)","Treatment","multiple components including classroom delivered programs, community based programs, training for staff","22","177, Design and Sample","1662","177, Design and Sample","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,"No single treatment provider or group setting was described. Intervention is delivered at the school level"
"111576048","111576048","28568","1","standard-of-care intervention (SC)","Control","In 8th grade received a 10 session education  Safe Dates","24","177, Design and Sample","1639","177, Design and Sample","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111571623","111571623","28521","1","Three Steps Interview collaborative learning (TSI-SA)","Treatment","students in groups can exchange information through questions and answers about what they have learned to and then share with the entire class","3","306, Participants","87","307, Table 2","No",NA,"No",NA,NA,NA,"No",NA,"Yes","Collaborative groups were formed within the classroom","Not reported","308, Multiple Intelligences (MI)",NA
"111571623","111571623","28521","1","Think Pair Share collaborative learning (TPS-SA)","Treatment","students in groups have multi-mode discussion then share with the class.","3","306, Participants","88","307, Table 2","No",NA,"No",NA,NA,NA,"No",NA,"Yes","Collaborative groups were formed within the classroom","Not reported","308, Multiple Intelligences (MI)",NA
"111571623","111571623","28521","1","Classical learning with scientific apporach (Classical-SA)","Control","Classical teaching with no collaborative learning","3","306, Participants","87","307, Table 2","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111573660","111573660","28917","1","CL group","Treatment","intraperitoneal (IP) injections of CL- 316,243 [CL])","10","154, Experimental design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573660","111573660","28917","1","ALA group","Treatment","Water with Alpha- lipoic acid","10","154, Experimental design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573660","111573660","28917","1","ALA+CL group","Treatment","Water with Alpha- lipoic acid and intraperitoneal (IP) injections of CL- 316,243 [CL])","10","154, Experimental design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111573660","111573660","28917","1","Control","Control","IP injections of saline and drinking water","10","154, Experimental design",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565465","111565465","28529","1","structured learning program targeting reading of home language (L1)","Treatment","For 3 years different teachers received support to teach reading of L1 with monthly coaching","50","694, Experimental Design","1000*","695, Data Collection (Calculated from 20 per school and tracked for 4 years)","Yes","specialist reading coaches visited the teachers on a monthly basis","No",NA,"3","930, A. Program (Cilliers et al., 2020)","No",NA,"No",NA,NA,NA,"In (Cilliers et al., 2020) they give baseline sample size as 3,539 across all treatment conditions"
"111565465","111565465","28529","1","Control","Control","No teacher support (business as usual)","80","694, Experimental Design","1600*","695, Data Collection (Calculated from 20 per school and tracked for 4 years)","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111565465","111565465","28529","2","structured learning program targeting reading of english (L2)","Treatment","For 3 years different teachers received support to teach reading of L2 with monthly coaching","50","694, Experimental Design","1000*","695, Data Collection (Calculated from 20 per school and tracked for 4 years)","Yes","specialist reading coaches visited the teachers 12 times a year","No",NA,"Not reported",NA,"No",NA,"No",NA,NA,NA,"The original paper (Cilliers et al. 2022b) is unclear how coaches are assigned to schools and how many coaches there are."
"111565465","111565465","28529","2","control","Control","Business as usual support","80","694, Experimental Design","1600*","695, Data Collection (Calculated from 20 per school and tracked for 4 years)","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111568472","111568472","28533","1","immediate-intervention","Treatment","Access, training, and Coaching to We Have Skills (WHS) curriculum","66","723, Sample","1515","723, Sample","Yes","project staff members offered in-person or online coaching","No",NA,"Not Reported","725, Intervention Classrooms","No",NA,"No",NA,NA,NA,"Coaching was discontinued after 2 years since additional supports in the treatment were considered unnecessary."
"111568472","111568472","28533","1","wait-list business as usual","Control","Teach as normally would","61","723, Sample","1302","723, Sample","No",NA,"No",NA,NA,NA,"No",NA,"No",NA,NA,NA,NA
"111569292","111569292","28628","1","PHAST comprehension","Treatment","PHAST Comprehension Focus Adjunct readiing group intervention","32 - 67","Calculated from range of group sizes andsample size","217","662, Table1","Yes","Special Education teachers","Yes","Special Education teachers","Not reported",NA,"No",NA,"No",NA,NA,NA,NA
"111569292","111569292","28628","1","PHAST fluency","Treatment","PHAST Fluency-Focus Adjunct reading group intervention","32-67","Calculated from range of group sizes and sample size","216","662, Table1","Yes","Special Education teachers","Yes","Special Education teachers","Not reported",NA,"No",NA,"No",NA,NA,NA,NA
"111569292","111569292","28628","1","Control","Control","school-provided remedial reading","10-20","Calculated from range of group sizes and sample size","81","662, Table1","Yes","Special Education teachers","Yes","Special Education teachers","Not reported",NA,"No",NA,"No",NA,NA,NA,NA
"111578132","111578132","28671","1","Placebo","Control","No active drug with glycemic rescue therapy","448","726, Obesity",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578132","111578132","28671","1","ertugliflozin 5 mg","Treatment","5mg active drug with glycemic rescue therapy","466","726, Obesity",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578132","111578132","28671","1","ertugliflozin 15 mg","Treatment","15 mg active drug with glycemic rescue therapy","463","726, Obesity",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111572925","111572925","28575","1","resonance breathing intervention","Treatment","6 breaths per minutes to follow app's pacer","38","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111572925","111572925","28575","1","sham breathing control","Control","14 breaths per minutes to follow app's pacer","39","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566360","111566360","28580","1","intervention","Treatment","8-week intervention using a mobile application with education, training, exercises about pregnancy and smoking","76","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111566360","111566360","28580","1","control","Control","Website with education material on pregnancy and smoking","80","3, Fig 1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111567609","111567609","26884","1","behavior therapy (BT)","Treatment","sleep restriction, stimulus control,  and sleep hygiene","73","3,  Study Design and Conditions",NA,NA,"Yes","Therapists were licensed clinical psychologists or master  students at the end of their clinical training",NA,NA,"Not reported",NA,"No",NA,NA,NA,NA,NA,"Had to look at trial outcome study to see things were reported there.(Sunnhed et al., 2020) to find more details"
"111567609","111567609","26884","1","cognitive therapy (CT)","Treatment","delivery of information and education about sleep, use of thought records and behavioral experiments","72","3,  Study Design and Conditions",NA,NA,"Yes","Therapists were licensed clinical psychologists or master  students at the end of their clinical training",NA,NA,"Not reported",NA,"No",NA,NA,NA,NA,NA,NA
"111567609","111567609","26884","1","Waitlist","Control","Waited list to get treatment after 10 weeks","74","3,  Study Design and Conditions",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578810","111578810","26874","1","Voluntary Prekindergarten Program (VPK)","Treatment","PreK program","682","160, Fig 2 (Lipsey et al., 2018)",NA,NA,"Yes","A common preK Site",NA,NA,"79","159, Table 1 (Lipsey et al., 2018)","Yes","PreK site",NA,NA,"79","553, Table 2",NA
"111578810","111578810","26874","1","Control","Control","denied admission to VPK","564","160, Fig 2 (Lipsey et al., 2018)",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578391","111578391","28795","1","Breath counting","Treatment","listened to audio file to concentrate on breathing","93","4, Table1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111578391","111578391","28795","1","Control","Control","listened to an audio file which recited science book","95","4, Table1",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111577689","111577689","28725","1","Intervention","Treatment","Access to  Status Update Project App for 8 months","57","1842, Fig. 6",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111577689","111577689","28725","1","Control","Control","No access to app","56","1842, Fig. 6",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565514","111565514","28728","1","Online Class","Treatment","Online class with supplemental teacher","869","Figure S.1 Consort Diagram",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565514","111565514","28728","1","Teacher Directed Class","Control","Typical teacher directed credit recovery class","868","Figure S.1 Consort Diagram",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565512","111565512","28726","1","experimental","Treatment","Given 3 tests where questions include explannation","151* (not baseline)","3, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111565512","111565512","28726","1","control","Control","Given 3 tests where questions do not include explanation","129*(not baseline)","3, Participants",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569153","111569153","28674","1","Placebo","Control","Pill that matched size, shape, and color of treatment","57","2013, FIGURE2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569153","111569153","28674","1","V5","Treatment","V5 synbiotic supplement","56","2013, FIGURE2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
"111569153","111569153","28674","1","V7","Treatment","V7 synbiotic supplement","59","2013, FIGURE2",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA
